Building,Day,Hour,Usage_kWh
Dept_16,Mon,18,70.6
Dept_17,Mon,18,37.85
Dept_18,Mon,18,64.51
Dept_19,Mon,18,30.08
Dept_20,Mon,18,39.3
Dept_21,Mon,18,63.67
Dept_22,Mon,18,58.28
Dept_23,Mon,18,27.16
Library,Mon,18,127.45
Lecture_Hall_1,Mon,18,17.54
Lecture_Hall_2,Mon,18,26.51
MAC,Mon,18,103.99
SAC,Mon,18,151.91
Gym,Mon,18,97.65
Sports_Facility,Mon,18,66.4
Residencies,Mon,18,207.16
Extras,Mon,18,39.94
Hostel_1,Mon,19,135.92
Hostel_2,Mon,19,235.17
Hostel_3,Mon,19,213.15
Hostel_4,Mon,19,219.75
Hostel_5,Mon,19,222.42
Hostel_6,Mon,19,157.35
Hostel_7,Mon,19,142.64
Hostel_8,Mon,19,223.56
Hostel_9,Mon,19,145.83
Hostel_10,Mon,19,143.84
Hostel_11,Mon,19,134.9
Hostel_12,Mon,19,126.39
Hostel_13,Mon,19,137.57
Hostel_14,Mon,19,214.77
Dept_1,Mon,19,62.11
Dept_2,Mon,19,57.27
Dept_3,Mon,19,67.11
Dept_4,Mon,19,39.08
Dept_5,Mon,19,49.5
Dept_6,Mon,19,45.84
Dept_7,Mon,19,41.69
Dept_8,Mon,19,55.93
Dept_9,Mon,19,59.79
Dept_10,Mon,19,60.82
Dept_11,Mon,19,33.68
Dept_12,Mon,19,38.54
Dept_13,Mon,19,52.63
Dept_14,Mon,19,40.79
Dept_15,Mon,19,43.27
Dept_16,Mon,19,61.45
Dept_17,Mon,19,35.64
Dept_18,Mon,19,75.67
Dept_19,Mon,19,29.07
Dept_20,Mon,19,42.19
Dept_21,Mon,19,72.79
Dept_22,Mon,19,72.33
Dept_23,Mon,19,28.12
Library,Mon,19,142.92
Lecture_Hall_1,Mon,19,20.94
Lecture_Hall_2,Mon,19,25.41
MAC,Mon,19,87.51
SAC,Mon,19,119.45
Gym,Mon,19,93.53
Sports_Facility,Mon,19,74.36
Residencies,Mon,19,214.49
Extras,Mon,19,37.77
Hostel_1,Mon,20,118.88
Hostel_2,Mon,20,252.53
Hostel_3,Mon,20,212.27
Hostel_4,Mon,20,269.32
Hostel_5,Mon,20,213.16
Hostel_6,Mon,20,155.64
Hostel_7,Mon,20,157.08
Hostel_8,Mon,20,240.69
Hostel_9,Mon,20,148.6
Hostel_10,Mon,20,150
Hostel_11,Mon,20,125.36
Hostel_12,Mon,20,152.52
Hostel_13,Mon,20,123.15
Hostel_14,Mon,20,232.7
Dept_1,Mon,20,58.9
Dept_2,Mon,20,49.61
Dept_3,Mon,20,63.2
Dept_4,Mon,20,41.97
Dept_5,Mon,20,40.74
Dept_6,Mon,20,48.82
Dept_7,Mon,20,44.1
Dept_8,Mon,20,47.26
Dept_9,Mon,20,52.58
Dept_10,Mon,20,58.67
Dept_11,Mon,20,35.64
Dept_12,Mon,20,37.94
Dept_13,Mon,20,62.24
Dept_14,Mon,20,42.73
Dept_15,Mon,20,33.35
Dept_16,Mon,20,66.62
Dept_17,Mon,20,32.53
Dept_18,Mon,20,70.05
Dept_19,Mon,20,34.18
Dept_20,Mon,20,34.28
Dept_21,Mon,20,59.17
Dept_22,Mon,20,75.51
Dept_23,Mon,20,29.17
Library,Mon,20,158.06
Lecture_Hall_1,Mon,20,25.87
Lecture_Hall_2,Mon,20,22.28
MAC,Mon,20,96.91
SAC,Mon,20,135.92
Gym,Mon,20,91.14
Sports_Facility,Mon,20,89.4
Residencies,Mon,20,260.41
Extras,Mon,20,36.39
Hostel_1,Mon,21,137.91
Hostel_2,Mon,21,261.85
Hostel_3,Mon,21,192.21
Hostel_4,Mon,21,271.22
Hostel_5,Mon,21,195.12
Hostel_6,Mon,21,156.72
Hostel_7,Mon,21,149.81
Hostel_8,Mon,21,191.47
Hostel_9,Mon,21,145.92
Hostel_10,Mon,21,153.47
Hostel_11,Mon,21,138.38
Hostel_12,Mon,21,155.16
Hostel_13,Mon,21,136.61
Hostel_14,Mon,21,211.73
Dept_1,Mon,21,50.72
Dept_2,Mon,21,49.14
Dept_3,Mon,21,61.07
Dept_4,Mon,21,52.43
Dept_5,Mon,21,47.73
Dept_6,Mon,21,51.24
Dept_7,Mon,21,35.02
Dept_8,Mon,21,61.16
Dept_9,Mon,21,50.95
Dept_10,Mon,21,46.68
Dept_11,Mon,21,28.98
Dept_12,Mon,21,38.27
Dept_13,Mon,21,51.47
Dept_14,Mon,21,43.25
Dept_15,Mon,21,35.45
Dept_16,Mon,21,55.4
Dept_17,Mon,21,38.84
Dept_18,Mon,21,56.04
Dept_19,Mon,21,36.52
Dept_20,Mon,21,44.61
Dept_21,Mon,21,66.5
Dept_22,Mon,21,73.49
Dept_23,Mon,21,28.01
Library,Mon,21,153.64
Lecture_Hall_1,Mon,21,23.46
Lecture_Hall_2,Mon,21,24.87
MAC,Mon,21,48.67
SAC,Mon,21,70.74
Gym,Mon,21,84.3
Sports_Facility,Mon,21,84.4
Residencies,Mon,21,244.07
Extras,Mon,21,41.66
Hostel_1,Mon,22,130.26
Hostel_2,Mon,22,305.85
Hostel_3,Mon,22,200.82
Hostel_4,Mon,22,231.83
Hostel_5,Mon,22,220.15
Hostel_6,Mon,22,153.07
Hostel_7,Mon,22,131.75
Hostel_8,Mon,22,198.99
Hostel_9,Mon,22,116.67
Hostel_10,Mon,22,165.28
Hostel_11,Mon,22,140.9
Hostel_12,Mon,22,133.81
Hostel_13,Mon,22,119.03
Hostel_14,Mon,22,220.87
Dept_1,Mon,22,58.61
Dept_2,Mon,22,49.65
Dept_3,Mon,22,55.83
Dept_4,Mon,22,41.41
Dept_5,Mon,22,44.78
Dept_6,Mon,22,60.39
Dept_7,Mon,22,39.96
Dept_8,Mon,22,51.85
Dept_9,Mon,22,70.84
Dept_10,Mon,22,54.44
Dept_11,Mon,22,38.81
Dept_12,Mon,22,41.33
Dept_13,Mon,22,59.83
Dept_14,Mon,22,43.58
Dept_15,Mon,22,35.4
Dept_16,Mon,22,53.01
Dept_17,Mon,22,52.59
Dept_18,Mon,22,56.51
Dept_19,Mon,22,39.3
Dept_20,Mon,22,42.08
Dept_21,Mon,22,68.02
Dept_22,Mon,22,81.59
Dept_23,Mon,22,33.04
Library,Mon,22,166.79
Lecture_Hall_1,Mon,22,24.47
Lecture_Hall_2,Mon,22,27.75
MAC,Mon,22,53.68
SAC,Mon,22,77.21
Gym,Mon,22,31.68
Sports_Facility,Mon,22,26.13
Residencies,Mon,22,237.1
Extras,Mon,22,37.24
Hostel_1,Mon,23,118.54
Hostel_2,Mon,23,270.35
Hostel_3,Mon,23,199.86
Hostel_4,Mon,23,257.86
Hostel_5,Mon,23,205.75
Hostel_6,Mon,23,166.45
Hostel_7,Mon,23,126.97
Hostel_8,Mon,23,190.05
Hostel_9,Mon,23,143.78
Hostel_10,Mon,23,143.48
Hostel_11,Mon,23,145.77
Hostel_12,Mon,23,128.21
Hostel_13,Mon,23,124.3
Hostel_14,Mon,23,227.18
Dept_1,Mon,23,48.82
Dept_2,Mon,23,48.13
Dept_3,Mon,23,55.97
Dept_4,Mon,23,37.1
Dept_5,Mon,23,47.59
Dept_6,Mon,23,49.99
Dept_7,Mon,23,43.07
Dept_8,Mon,23,42.65
Dept_9,Mon,23,53.84
Dept_10,Mon,23,53.36
Dept_11,Mon,23,33.3
Dept_12,Mon,23,29.36
Dept_13,Mon,23,44.57
Dept_14,Mon,23,52.21
Dept_15,Mon,23,38.92
Dept_16,Mon,23,67.53
Dept_17,Mon,23,40.14
Dept_18,Mon,23,61.68
Dept_19,Mon,23,31.62
Dept_20,Mon,23,39.72
Dept_21,Mon,23,70.84
Dept_22,Mon,23,75
Dept_23,Mon,23,29.98
Library,Mon,23,52.47
Lecture_Hall_1,Mon,23,18
Lecture_Hall_2,Mon,23,22.56
MAC,Mon,23,61.41
SAC,Mon,23,77.55
Gym,Mon,23,33.02
Sports_Facility,Mon,23,31.43
Residencies,Mon,23,233.53
Extras,Mon,23,42.54
Hostel_1,Tue,0,105.47
Hostel_2,Tue,0,180.05
Hostel_3,Tue,0,184.8
Hostel_4,Tue,0,193.01
Hostel_5,Tue,0,152.92
Hostel_6,Tue,0,143.42
Hostel_7,Tue,0,110.53
Hostel_8,Tue,0,141.45
Hostel_9,Tue,0,118.52
Hostel_10,Tue,0,134.29
Hostel_11,Tue,0,90.29
Hostel_12,Tue,0,129.54
Hostel_13,Tue,0,121.33
Hostel_14,Tue,0,175.54
Dept_1,Tue,0,27.72
Dept_2,Tue,0,24.5
Dept_3,Tue,0,27.28
Dept_4,Tue,0,18.83
Dept_5,Tue,0,22.02
Dept_6,Tue,0,25.37
Dept_7,Tue,0,19.26
Dept_8,Tue,0,23.86
Dept_9,Tue,0,32.42
Dept_10,Tue,0,23.93
Dept_11,Tue,0,12.89
Dept_12,Tue,0,17.53
Dept_13,Tue,0,23.71
Dept_14,Tue,0,24.62
Dept_15,Tue,0,22.11
Dept_16,Tue,0,31.54
Dept_17,Tue,0,18.67
Dept_18,Tue,0,32.28
Dept_19,Tue,0,18.09
Dept_20,Tue,0,25.26
Dept_21,Tue,0,28.7
Dept_22,Tue,0,38.3
Dept_23,Tue,0,16.21
Library,Tue,0,57.67
Lecture_Hall_1,Tue,0,24.93
Lecture_Hall_2,Tue,0,25.56
MAC,Tue,0,56.34
SAC,Tue,0,64.92
Gym,Tue,0,35.63
Sports_Facility,Tue,0,32.1
Residencies,Tue,0,191.75
Extras,Tue,0,42.08
Hostel_1,Tue,1,103.8
Hostel_2,Tue,1,169.87
Hostel_3,Tue,1,156.72
Hostel_4,Tue,1,205.2
Hostel_5,Tue,1,145.94
Hostel_6,Tue,1,145.01
Hostel_7,Tue,1,101.29
Hostel_8,Tue,1,189.25
Hostel_9,Tue,1,123.58
Hostel_10,Tue,1,129.8
Hostel_11,Tue,1,113.42
Hostel_12,Tue,1,93.37
Hostel_13,Tue,1,113.52
Hostel_14,Tue,1,158.26
Dept_1,Tue,1,29.52
Dept_2,Tue,1,23.88
Dept_3,Tue,1,33.56
Dept_4,Tue,1,23.68
Dept_5,Tue,1,24.49
Dept_6,Tue,1,20.29
Dept_7,Tue,1,19.02
Dept_8,Tue,1,29.68
Dept_9,Tue,1,24.14
Dept_10,Tue,1,34.9
Dept_11,Tue,1,16.99
Dept_12,Tue,1,20.91
Dept_13,Tue,1,28.08
Dept_14,Tue,1,25.1
Dept_15,Tue,1,22.29
Dept_16,Tue,1,30.8
Dept_17,Tue,1,22.03
Dept_18,Tue,1,32.24
Dept_19,Tue,1,15.75
Dept_20,Tue,1,18.72
Dept_21,Tue,1,33.64
Dept_22,Tue,1,36.71
Dept_23,Tue,1,12.73
Library,Tue,1,47.02
Lecture_Hall_1,Tue,1,23.6
Lecture_Hall_2,Tue,1,21.66
MAC,Tue,1,54.6
SAC,Tue,1,74.19
Gym,Tue,1,27.92
Sports_Facility,Tue,1,32.71
Residencies,Tue,1,194.4
Extras,Tue,1,40.57
Hostel_1,Tue,2,91.93
Hostel_2,Tue,2,210.57
Hostel_3,Tue,2,162.65
Hostel_4,Tue,2,192.71
Hostel_5,Tue,2,153.21
Hostel_6,Tue,2,135.15
Hostel_7,Tue,2,111.94
Hostel_8,Tue,2,185.7
Hostel_9,Tue,2,105.83
Hostel_10,Tue,2,129.47
Hostel_11,Tue,2,120.03
Hostel_12,Tue,2,119.48
Hostel_13,Tue,2,131.41
Hostel_14,Tue,2,201.3
Dept_1,Tue,2,24.97
Dept_2,Tue,2,28.31
Dept_3,Tue,2,27.1
Dept_4,Tue,2,18.95
Dept_5,Tue,2,23.73
Dept_6,Tue,2,27.84
Dept_7,Tue,2,22.91
Dept_8,Tue,2,25.32
Dept_9,Tue,2,29.19
Dept_10,Tue,2,27.97
Dept_11,Tue,2,12.81
Dept_12,Tue,2,23.93
Dept_13,Tue,2,32.46
Dept_14,Tue,2,27.38
Dept_15,Tue,2,20.32
Dept_16,Tue,2,34.49
Dept_17,Tue,2,17.86
Dept_18,Tue,2,35.9
Dept_19,Tue,2,15.82
Dept_20,Tue,2,19.53
Dept_21,Tue,2,30.14
Dept_22,Tue,2,39
Dept_23,Tue,2,15.07
Library,Tue,2,55.98
Lecture_Hall_1,Tue,2,25.52
Lecture_Hall_2,Tue,2,24.89
MAC,Tue,2,48.76
SAC,Tue,2,64.37
Gym,Tue,2,34.05
Sports_Facility,Tue,2,34.03
Residencies,Tue,2,185.63
Extras,Tue,2,41.57
Hostel_1,Tue,3,106.24
Hostel_2,Tue,3,167.02
Hostel_3,Tue,3,156.61
Hostel_4,Tue,3,168.41
Hostel_5,Tue,3,153.35
Hostel_6,Tue,3,128.8
Hostel_7,Tue,3,98.21
Hostel_8,Tue,3,198.29
Hostel_9,Tue,3,118.02
Hostel_10,Tue,3,121.98
Hostel_11,Tue,3,105.16
Hostel_12,Tue,3,123.72
Hostel_13,Tue,3,113.14
Hostel_14,Tue,3,187.22
Dept_1,Tue,3,34.18
Dept_2,Tue,3,19.41
Dept_3,Tue,3,30.17
Dept_4,Tue,3,22.56
Dept_5,Tue,3,25.68
Dept_6,Tue,3,25.32
Dept_7,Tue,3,16.69
Dept_8,Tue,3,25.4
Dept_9,Tue,3,26.77
Dept_10,Tue,3,27.87
Dept_11,Tue,3,13.83
Dept_12,Tue,3,20.03
Dept_13,Tue,3,30.84
Dept_14,Tue,3,21.76
Dept_15,Tue,3,22.29
Dept_16,Tue,3,33.95
Dept_17,Tue,3,19.53
Dept_18,Tue,3,33.3
Dept_19,Tue,3,18.43
Dept_20,Tue,3,22.8
Dept_21,Tue,3,31.98
Dept_22,Tue,3,38.11
Dept_23,Tue,3,15.34
Library,Tue,3,42.14
Lecture_Hall_1,Tue,3,27.31
Lecture_Hall_2,Tue,3,25.7
MAC,Tue,3,50.62
SAC,Tue,3,68.4
Gym,Tue,3,41.83
Sports_Facility,Tue,3,22.36
Residencies,Tue,3,179
Extras,Tue,3,42.7
Hostel_1,Tue,4,133.42
Hostel_2,Tue,4,163.62
Hostel_3,Tue,4,163.02
Hostel_4,Tue,4,206.11
Hostel_5,Tue,4,177.88
Hostel_6,Tue,4,145.18
Hostel_7,Tue,4,101.87
Hostel_8,Tue,4,172
Hostel_9,Tue,4,117.72
Hostel_10,Tue,4,105.37
Hostel_11,Tue,4,126.93
Hostel_12,Tue,4,122.55
Hostel_13,Tue,4,110.39
Hostel_14,Tue,4,200.08
Dept_1,Tue,4,29.12
Dept_2,Tue,4,24.23
Dept_3,Tue,4,38.3
Dept_4,Tue,4,19.42
Dept_5,Tue,4,25.74
Dept_6,Tue,4,25.81
Dept_7,Tue,4,15.63
Dept_8,Tue,4,27.1
Dept_9,Tue,4,32.9
Dept_10,Tue,4,28.75
Dept_11,Tue,4,16.3
Dept_12,Tue,4,19.09
Dept_13,Tue,4,33.16
Dept_14,Tue,4,26.4
Dept_15,Tue,4,20.81
Dept_16,Tue,4,27.38
Dept_17,Tue,4,21.16
Dept_18,Tue,4,33.44
Dept_19,Tue,4,14.01
Dept_20,Tue,4,23.25
Dept_21,Tue,4,33.4
Dept_22,Tue,4,37.11
Dept_23,Tue,4,11.7
Library,Tue,4,46.18
Lecture_Hall_1,Tue,4,23.39
Lecture_Hall_2,Tue,4,22.54
MAC,Tue,4,51.39
SAC,Tue,4,61.33
Gym,Tue,4,32.27
Sports_Facility,Tue,4,34.2
Residencies,Tue,4,173.58
Extras,Tue,4,41.19
Hostel_1,Tue,5,109.91
Hostel_2,Tue,5,214.72
Hostel_3,Tue,5,178.17
Hostel_4,Tue,5,200.27
Hostel_5,Tue,5,130.79
Hostel_6,Tue,5,129.43
Hostel_7,Tue,5,111.7
Hostel_8,Tue,5,180.56
Hostel_9,Tue,5,134.17
Hostel_10,Tue,5,122.03
Hostel_11,Tue,5,113.19
Hostel_12,Tue,5,103.24
Hostel_13,Tue,5,122.14
Hostel_14,Tue,5,192.93
Dept_1,Tue,5,29.02
Dept_2,Tue,5,28.53
Dept_3,Tue,5,28.08
Dept_4,Tue,5,22.25
Dept_5,Tue,5,26.19
Dept_6,Tue,5,25.72
Dept_7,Tue,5,22.2
Dept_8,Tue,5,20.53
Dept_9,Tue,5,29.41
Dept_10,Tue,5,29.16
Dept_11,Tue,5,12.2
Dept_12,Tue,5,21.89
Dept_13,Tue,5,34.79
Dept_14,Tue,5,23.08
Dept_15,Tue,5,19.56
Dept_16,Tue,5,34.34
Dept_17,Tue,5,23.76
Dept_18,Tue,5,38.1
Dept_19,Tue,5,18.74
Dept_20,Tue,5,24.21
Dept_21,Tue,5,31.55
Dept_22,Tue,5,40.7
Dept_23,Tue,5,15.12
Library,Tue,5,51.94
Lecture_Hall_1,Tue,5,22.75
Lecture_Hall_2,Tue,5,26.64
MAC,Tue,5,64.63
SAC,Tue,5,60.95
Gym,Tue,5,39.32
Sports_Facility,Tue,5,26.09
Residencies,Tue,5,187.46
Extras,Tue,5,36.87
Hostel_1,Tue,6,127.41
Hostel_2,Tue,6,204.53
Hostel_3,Tue,6,165.34
Hostel_4,Tue,6,224.62
Hostel_5,Tue,6,193.04
Hostel_6,Tue,6,107.25
Hostel_7,Tue,6,87.86
Hostel_8,Tue,6,190.62
Hostel_9,Tue,6,122.29
Hostel_10,Tue,6,130.12
Hostel_11,Tue,6,131.03
Hostel_12,Tue,6,106.96
Hostel_13,Tue,6,105.5
Hostel_14,Tue,6,192.09
Dept_1,Tue,6,25.58
Dept_2,Tue,6,23.57
Dept_3,Tue,6,28.55
Dept_4,Tue,6,17.2
Dept_5,Tue,6,20.39
Dept_6,Tue,6,21.6
Dept_7,Tue,6,23.64
Dept_8,Tue,6,24.93
Dept_9,Tue,6,26.74
Dept_10,Tue,6,28.62
Dept_11,Tue,6,14.04
Dept_12,Tue,6,23.84
Dept_13,Tue,6,22.31
Dept_14,Tue,6,20.48
Dept_15,Tue,6,21.21
Dept_16,Tue,6,33.4
Dept_17,Tue,6,19.47
Dept_18,Tue,6,29.35
Dept_19,Tue,6,14.57
Dept_20,Tue,6,20.78
Dept_21,Tue,6,30.79
Dept_22,Tue,6,43.14
Dept_23,Tue,6,13.33
Library,Tue,6,58.7
Lecture_Hall_1,Tue,6,25.03
Lecture_Hall_2,Tue,6,29.38
MAC,Tue,6,63.88
SAC,Tue,6,68.88
Gym,Tue,6,90.44
Sports_Facility,Tue,6,77.82
Residencies,Tue,6,187.46
Extras,Tue,6,39.9
Hostel_1,Tue,7,60.64
Hostel_2,Tue,7,100.55
Hostel_3,Tue,7,89.04
Hostel_4,Tue,7,107.01
Hostel_5,Tue,7,86.11
Hostel_6,Tue,7,65.73
Hostel_7,Tue,7,49.46
Hostel_8,Tue,7,83.21
Hostel_9,Tue,7,61.79
Hostel_10,Tue,7,70.21
Hostel_11,Tue,7,56.46
Hostel_12,Tue,7,54.65
Hostel_13,Tue,7,69.45
Hostel_14,Tue,7,106.91
Dept_1,Tue,7,58.25
Dept_2,Tue,7,47.39
Dept_3,Tue,7,61.52
Dept_4,Tue,7,36.42
Dept_5,Tue,7,50.33
Dept_6,Tue,7,47.44
Dept_7,Tue,7,32.95
Dept_8,Tue,7,50.68
Dept_9,Tue,7,50.69
Dept_10,Tue,7,49.47
Dept_11,Tue,7,34.87
Dept_12,Tue,7,38.28
Dept_13,Tue,7,62.47
Dept_14,Tue,7,46.6
Dept_15,Tue,7,42.7
Dept_16,Tue,7,70.38
Dept_17,Tue,7,37.41
Dept_18,Tue,7,68.42
Dept_19,Tue,7,34.8
Dept_20,Tue,7,49.88
Dept_21,Tue,7,67.56
Dept_22,Tue,7,79.22
Dept_23,Tue,7,31.06
Library,Tue,7,49.94
Lecture_Hall_1,Tue,7,25.13
Lecture_Hall_2,Tue,7,22.77
MAC,Tue,7,59.97
SAC,Tue,7,59.18
Gym,Tue,7,83.6
Sports_Facility,Tue,7,69.09
Residencies,Tue,7,88.61
Extras,Tue,7,41.01
Hostel_1,Tue,8,55.52
Hostel_2,Tue,8,107.13
Hostel_3,Tue,8,74.66
Hostel_4,Tue,8,107.51
Hostel_5,Tue,8,89.56
Hostel_6,Tue,8,84.3
Hostel_7,Tue,8,67.6
Hostel_8,Tue,8,79.06
Hostel_9,Tue,8,63.07
Hostel_10,Tue,8,74.18
Hostel_11,Tue,8,65.74
Hostel_12,Tue,8,56.36
Hostel_13,Tue,8,73.81
Hostel_14,Tue,8,97.79
Dept_1,Tue,8,61.92
Dept_2,Tue,8,51.14
Dept_3,Tue,8,61.25
Dept_4,Tue,8,45.4
Dept_5,Tue,8,53.98
Dept_6,Tue,8,54.66
Dept_7,Tue,8,43.65
Dept_8,Tue,8,48.03
Dept_9,Tue,8,61.32
Dept_10,Tue,8,55.49
Dept_11,Tue,8,33.77
Dept_12,Tue,8,38.61
Dept_13,Tue,8,58.38
Dept_14,Tue,8,44.07
Dept_15,Tue,8,35.66
Dept_16,Tue,8,71.16
Dept_17,Tue,8,38.81
Dept_18,Tue,8,68.03
Dept_19,Tue,8,35.24
Dept_20,Tue,8,44.45
Dept_21,Tue,8,52.25
Dept_22,Tue,8,73.33
Dept_23,Tue,8,30.15
Library,Tue,8,45.88
Lecture_Hall_1,Tue,8,24.22
Lecture_Hall_2,Tue,8,24.3
MAC,Tue,8,47.58
SAC,Tue,8,62.69
Gym,Tue,8,100.32
Sports_Facility,Tue,8,79.53
Residencies,Tue,8,107.72
Extras,Tue,8,40.3
Hostel_1,Tue,9,52.36
Hostel_2,Tue,9,96.69
Hostel_3,Tue,9,90.44
Hostel_4,Tue,9,108.21
Hostel_5,Tue,9,77.01
Hostel_6,Tue,9,74.99
Hostel_7,Tue,9,51.51
Hostel_8,Tue,9,84.85
Hostel_9,Tue,9,57.5
Hostel_10,Tue,9,61.2
Hostel_11,Tue,9,75.13
Hostel_12,Tue,9,53.99
Hostel_13,Tue,9,65.37
Hostel_14,Tue,9,82.38
Dept_1,Tue,9,139.36
Dept_2,Tue,9,164.41
Dept_3,Tue,9,150.35
Dept_4,Tue,9,85.54
Dept_5,Tue,9,104.18
Dept_6,Tue,9,140.64
Dept_7,Tue,9,110.88
Dept_8,Tue,9,153.65
Dept_9,Tue,9,129.33
Dept_10,Tue,9,126.7
Dept_11,Tue,9,83.03
Dept_12,Tue,9,96.74
Dept_13,Tue,9,163.44
Dept_14,Tue,9,126.7
Dept_15,Tue,9,114.03
Dept_16,Tue,9,162.29
Dept_17,Tue,9,105.71
Dept_18,Tue,9,161.15
Dept_19,Tue,9,93.48
Dept_20,Tue,9,107.4
Dept_21,Tue,9,169.77
Dept_22,Tue,9,200.16
Dept_23,Tue,9,77.79
Library,Tue,9,122.35
Lecture_Hall_1,Tue,9,209.74
Lecture_Hall_2,Tue,9,179.9
MAC,Tue,9,60.51
SAC,Tue,9,68.25
Gym,Tue,9,91.83
Sports_Facility,Tue,9,80.15
Residencies,Tue,9,100.13
Extras,Tue,9,36.21
Hostel_1,Tue,10,64.74
Hostel_2,Tue,10,90.62
Hostel_3,Tue,10,99.27
Hostel_4,Tue,10,99.74
Hostel_5,Tue,10,80.93
Hostel_6,Tue,10,69.51
Hostel_7,Tue,10,62.93
Hostel_8,Tue,10,100.07
Hostel_9,Tue,10,66.34
Hostel_10,Tue,10,60.28
Hostel_11,Tue,10,66.39
Hostel_12,Tue,10,57.97
Hostel_13,Tue,10,56.89
Hostel_14,Tue,10,113.39
Dept_1,Tue,10,178.2
Dept_2,Tue,10,144.15
Dept_3,Tue,10,155.93
Dept_4,Tue,10,97.45
Dept_5,Tue,10,108.88
Dept_6,Tue,10,147.35
Dept_7,Tue,10,106.64
Dept_8,Tue,10,132.28
Dept_9,Tue,10,153.91
Dept_10,Tue,10,156.36
Dept_11,Tue,10,86.39
Dept_12,Tue,10,101.57
Dept_13,Tue,10,160.92
Dept_14,Tue,10,151.55
Dept_15,Tue,10,116.94
Dept_16,Tue,10,145.53
Dept_17,Tue,10,83.26
Dept_18,Tue,10,161.7
Dept_19,Tue,10,81.66
Dept_20,Tue,10,121.34
Dept_21,Tue,10,171.83
Dept_22,Tue,10,183.3
Dept_23,Tue,10,90.37
Library,Tue,10,128.37
Lecture_Hall_1,Tue,10,201.47
Lecture_Hall_2,Tue,10,188.07
MAC,Tue,10,112.42
SAC,Tue,10,110.29
Gym,Tue,10,34.31
Sports_Facility,Tue,10,33.67
Residencies,Tue,10,98.09
Extras,Tue,10,35.66
Hostel_1,Tue,11,62.4
Hostel_2,Tue,11,104.18
Hostel_3,Tue,11,95.56
Hostel_4,Tue,11,91.66
Hostel_5,Tue,11,76.39
Hostel_6,Tue,11,71.78
Hostel_7,Tue,11,61.24
Hostel_8,Tue,11,91.72
Hostel_9,Tue,11,62.93
Hostel_10,Tue,11,72.03
Hostel_11,Tue,11,62.68
Hostel_12,Tue,11,48.64
Hostel_13,Tue,11,60.62
Hostel_14,Tue,11,113.22
Dept_1,Tue,11,130.69
Dept_2,Tue,11,113.46
Dept_3,Tue,11,141.43
Dept_4,Tue,11,107.42
Dept_5,Tue,11,131.44
Dept_6,Tue,11,135.08
Dept_7,Tue,11,127.57
Dept_8,Tue,11,126.72
Dept_9,Tue,11,160.23
Dept_10,Tue,11,153.85
Dept_11,Tue,11,88.08
Dept_12,Tue,11,123.23
Dept_13,Tue,11,166.62
Dept_14,Tue,11,119.11
Dept_15,Tue,11,94.93
Dept_16,Tue,11,202.07
Dept_17,Tue,11,92.92
Dept_18,Tue,11,168.92
Dept_19,Tue,11,100.11
Dept_20,Tue,11,109.66
Dept_21,Tue,11,196.21
Dept_22,Tue,11,209.54
Dept_23,Tue,11,80.3
Library,Tue,11,148.41
Lecture_Hall_1,Tue,11,169.12
Lecture_Hall_2,Tue,11,181.58
MAC,Tue,11,91.67
SAC,Tue,11,126.29
Gym,Tue,11,36.26
Sports_Facility,Tue,11,34.41
Residencies,Tue,11,104.54
Extras,Tue,11,34.68
Hostel_1,Tue,12,50.22
Hostel_2,Tue,12,93.5
Hostel_3,Tue,12,82.44
Hostel_4,Tue,12,117.06
Hostel_5,Tue,12,86.55
Hostel_6,Tue,12,81.21
Hostel_7,Tue,12,63.11
Hostel_8,Tue,12,98.39
Hostel_9,Tue,12,61.56
Hostel_10,Tue,12,65.38
Hostel_11,Tue,12,56.33
Hostel_12,Tue,12,53.5
Hostel_13,Tue,12,58.35
Hostel_14,Tue,12,93.49
Dept_1,Tue,12,155.13
Dept_2,Tue,12,129.84
Dept_3,Tue,12,171.68
Dept_4,Tue,12,97.24
Dept_5,Tue,12,151.97
Dept_6,Tue,12,135.19
Dept_7,Tue,12,114
Dept_8,Tue,12,146.2
Dept_9,Tue,12,148.57
Dept_10,Tue,12,142.07
Dept_11,Tue,12,79
Dept_12,Tue,12,115.3
Dept_13,Tue,12,133.85
Dept_14,Tue,12,130.22
Dept_15,Tue,12,117.64
Dept_16,Tue,12,165.16
Dept_17,Tue,12,95.6
Dept_18,Tue,12,165.27
Dept_19,Tue,12,94.39
Dept_20,Tue,12,104.49
Dept_21,Tue,12,182.21
Dept_22,Tue,12,169.31
Dept_23,Tue,12,80.79
Library,Tue,12,125.24
Lecture_Hall_1,Tue,12,165.11
Lecture_Hall_2,Tue,12,232.52
MAC,Tue,12,107.28
SAC,Tue,12,100.42
Gym,Tue,12,34.67
Sports_Facility,Tue,12,29.88
Residencies,Tue,12,96.64
Extras,Tue,12,42.83
Hostel_1,Tue,13,57.52
Hostel_2,Tue,13,95.83
Hostel_3,Tue,13,102.25
Hostel_4,Tue,13,93.82
Hostel_5,Tue,13,88
Hostel_6,Tue,13,71.04
Hostel_7,Tue,13,59.19
Hostel_8,Tue,13,105.29
Hostel_9,Tue,13,62.06
Hostel_10,Tue,13,72.4
Hostel_11,Tue,13,56.11
Hostel_12,Tue,13,66.65
Hostel_13,Tue,13,66.75
