Student_ID,Course,Total_Classes,Classes_Attended,Attendance_Percentage
1309,E,120,92,76.67
1309,F,120,118,98.33
1309,G,120,111,92.5
1310,A,120,113,94.17
1310,B,120,109,90.83
1310,C,120,105,87.5
1310,D,120,76,63.33
1310,E,120,92,76.67
1310,F,120,115,95.83
1310,G,120,109,90.83
1311,A,120,110,91.67
1311,B,120,113,94.17
1311,C,120,100,83.33
1311,D,120,67,55.83
1311,E,120,99,82.5
1311,F,120,111,92.5
1311,G,120,112,93.33
1312,A,120,116,96.67
1312,B,120,114,95.0
1312,C,120,105,87.5
1312,D,120,83,69.17
1312,E,120,101,84.17
1312,F,120,117,97.5
1312,G,120,112,93.33
1313,A,120,112,93.33
1313,B,120,111,92.5
1313,C,120,108,90.0
1313,D,120,79,65.83
1313,E,120,96,80.0
1313,F,120,116,96.67
1313,G,120,109,90.83
1314,A,120,106,88.33
1314,B,120,114,95.0
1314,C,120,102,85.0
1314,D,120,76,63.33
1314,E,120,90,75.0
1314,F,120,114,95.0
1314,G,120,113,94.17
1315,A,120,118,98.33
1315,B,120,107,89.17
1315,C,120,102,85.0
1315,D,120,80,66.67
1315,E,120,102,85.0
1315,F,120,117,97.5
1315,G,120,114,95.0
1316,A,120,115,95.83
1316,B,120,112,93.33
1316,C,120,104,86.67
1316,D,120,78,65.0
1316,E,120,93,77.5
1316,F,120,113,94.17
1316,G,120,110,91.67
1317,A,120,116,96.67
1317,B,120,110,91.67
1317,C,120,105,87.5
1317,D,120,72,60.0
1317,E,120,92,76.67
1317,F,120,114,95.0
1317,G,120,109,90.83
1318,A,120,112,93.33
1318,B,120,108,90.0
1318,C,120,102,85.0
1318,D,120,80,66.67
1318,E,120,98,81.67
1318,F,120,117,97.5
1318,G,120,109,90.83
1319,A,120,113,94.17
1319,B,120,106,88.33
1319,C,120,104,86.67
1319,D,120,73,60.83
1319,E,120,98,81.67
1319,F,120,118,98.33
1319,G,120,105,87.5
1320,A,120,115,95.83
1320,B,120,110,91.67
1320,C,120,102,85.0
1320,D,120,78,65.0
1320,E,120,92,76.67
1320,F,120,112,93.33
1320,G,120,111,92.5
1321,A,120,116,96.67
1321,B,120,110,91.67
1321,C,120,112,93.33
1321,D,120,76,63.33
1321,E,120,95,79.17
1321,F,120,114,95.0
1321,G,120,112,93.33
1322,A,120,114,95.0
1322,B,120,110,91.67
1322,C,120,100,83.33
1322,D,120,78,65.0
1322,E,120,95,79.17
1322,F,120,116,96.67
1322,G,120,111,92.5
1323,A,120,114,95.0
1323,B,120,112,93.33
1323,C,120,103,85.83
1323,D,120,80,66.67
1323,E,120,93,77.5
1323,F,120,114,95.0
1323,G,120,120,100.0
1324,A,120,110,91.67
1324,B,120,107,89.17
1324,C,120,109,90.83
1324,D,120,86,71.67
1324,E,120,105,87.5
1324,F,120,114,95.0
1324,G,120,118,98.33
1325,A,120,118,98.33
1325,B,120,111,92.5
1325,C,120,101,84.17
1325,D,120,79,65.83
1325,E,120,94,78.33
1325,F,120,119,99.17
1325,G,120,111,92.5
1326,A,120,120,100.0
1326,B,120,116,96.67
1326,C,120,97,80.83
1326,D,120,71,59.17
1326,E,120,93,77.5
1326,F,120,119,99.17
1326,G,120,113,94.17
1327,A,120,117,97.5
1327,B,120,113,94.17
1327,C,120,99,82.5
1327,D,120,77,64.17
1327,E,120,91,75.83
1327,F,120,117,97.5
1327,G,120,112,93.33
1328,A,120,116,96.67
1328,B,120,113,94.17
1328,C,120,96,80.0
1328,D,120,71,59.17
1328,E,120,100,83.33
1328,F,120,115,95.83
1328,G,120,110,91.67
1329,A,120,113,94.17
1329,B,120,113,94.17
1329,C,120,109,90.83
1329,D,120,72,60.0
1329,E,120,97,80.83
1329,F,120,112,93.33
1329,G,120,112,93.33
1330,A,120,115,95.83
1330,B,120,107,89.17
1330,C,120,100,83.33
1330,D,120,73,60.83
1330,E,120,99,82.5
1330,F,120,114,95.0
1330,G,120,112,93.33
1331,A,120,116,96.67
1331,B,120,114,95.0
1331,C,120,103,85.83
1331,D,120,72,60.0
1331,E,120,95,79.17
1331,F,120,115,95.83
1331,G,120,111,92.5
1332,A,120,116,96.67
1332,B,120,109,90.83
1332,C,120,99,82.5
1332,D,120,85,70.83
1332,E,120,98,81.67
1332,F,120,115,95.83
1332,G,120,110,91.67
1333,A,120,117,97.5
1333,B,120,113,94.17
1333,C,120,99,82.5
1333,D,120,74,61.67
1333,E,120,102,85.0
1333,F,120,113,94.17
1333,G,120,111,92.5
1334,A,120,115,95.83
1334,B,120,114,95.0
1334,C,120,108,90.0
1334,D,120,78,65.0
1334,E,120,100,83.33
1334,F,120,118,98.33
1334,G,120,110,91.67
1335,A,120,113,94.17
1335,B,120,110,91.67
1335,C,120,99,82.5
1335,D,120,70,58.33
1335,E,120,103,85.83
1335,F,120,114,95.0
1335,G,120,107,89.17
1336,A,120,118,98.33
1336,B,120,110,91.67
1336,C,120,104,86.67
1336,D,120,85,70.83
1336,E,120,90,75.0
1336,F,120,108,90.0
1336,G,120,112,93.33
1337,A,120,111,92.5
1337,B,120,109,90.83
1337,C,120,107,89.17
1337,D,120,67,55.83
1337,E,120,98,81.67
1337,F,120,118,98.33
1337,G,120,108,90.0
1338,A,120,107,89.17
1338,B,120,110,91.67
1338,C,120,105,87.5
1338,D,120,80,66.67
1338,E,120,98,81.67
1338,F,120,115,95.83
1338,G,120,115,95.83
1339,A,120,115,95.83
1339,B,120,115,95.83
1339,C,120,102,85.0
1339,D,120,81,67.5
1339,E,120,94,78.33
1339,F,120,112,93.33
1339,G,120,114,95.0
1340,A,120,116,96.67
1340,B,120,110,91.67
1340,C,120,102,85.0
1340,D,120,80,66.67
1340,E,120,95,79.17
1340,F,120,117,97.5
1340,G,120,110,91.67
1341,A,120,119,99.17
1341,B,120,111,92.5
1341,C,120,101,84.17
1341,D,120,86,71.67
1341,E,120,98,81.67
1341,F,120,113,94.17
1341,G,120,113,94.17
1342,A,120,114,95.0
1342,B,120,113,94.17
1342,C,120,101,84.17
1342,D,120,68,56.67
1342,E,120,89,74.17
1342,F,120,116,96.67
1342,G,120,113,94.17
1343,A,120,110,91.67
1343,B,120,118,98.33
1343,C,120,104,86.67
1343,D,120,70,58.33
1343,E,120,88,73.33
1343,F,120,116,96.67
1343,G,120,112,93.33
1344,A,120,114,95.0
1344,B,120,111,92.5
1344,C,120,105,87.5
1344,D,120,80,66.67
1344,E,120,104,86.67
1344,F,120,111,92.5
1344,G,120,116,96.67
1345,A,120,113,94.17
1345,B,120,114,95.0
1345,C,120,100,83.33
1345,D,120,84,70.0
1345,E,120,88,73.33
1345,F,120,112,93.33
1345,G,120,111,92.5
1346,A,120,113,94.17
1346,B,120,111,92.5
1346,C,120,101,84.17
1346,D,120,87,72.5
1346,E,120,99,82.5
1346,F,120,113,94.17
1346,G,120,107,89.17
1347,A,120,117,97.5
1347,B,120,110,91.67
1347,C,120,104,86.67
1347,D,120,86,71.67
1347,E,120,92,76.67
1347,F,120,116,96.67
1347,G,120,106,88.33
1348,A,120,109,90.83
1348,B,120,114,95.0
1348,C,120,105,87.5
1348,D,120,77,64.17
1348,E,120,81,67.5
1348,F,120,116,96.67
1348,G,120,109,90.83
1349,A,120,115,95.83
1349,B,120,111,92.5
1349,C,120,106,88.33
1349,D,120,84,70.0
1349,E,120,100,83.33
1349,F,120,112,93.33
1349,G,120,113,94.17
1350,A,120,115,95.83
1350,B,120,112,93.33
1350,C,120,105,87.5
1350,D,120,72,60.0
1350,E,120,89,74.17
1350,F,120,113,94.17
1350,G,120,113,94.17
1351,A,120,114,95.0
1351,B,120,109,90.83
1351,C,120,109,90.83
1351,D,120,84,70.0
1351,E,120,102,85.0
1351,F,120,105,87.5
1351,G,120,114,95.0
1352,A,120,115,95.83
1352,B,120,113,94.17
1352,C,120,99,82.5
1352,D,120,78,65.0
1352,E,120,94,78.33
1352,F,120,112,93.33
1352,G,120,111,92.5
1353,A,120,118,98.33
1353,B,120,112,93.33
1353,C,120,102,85.0
1353,D,120,82,68.33
1353,E,120,94,78.33
1353,F,120,117,97.5
1353,G,120,109,90.83
1354,A,120,119,99.17
1354,B,120,112,93.33
1354,C,120,100,83.33
1354,D,120,75,62.5
1354,E,120,99,82.5
1354,F,120,117,97.5
1354,G,120,108,90.0
1355,A,120,114,95.0
1355,B,120,112,93.33
1355,C,120,103,85.83
1355,D,120,74,61.67
1355,E,120,91,75.83
1355,F,120,113,94.17
1355,G,120,108,90.0
1356,A,120,115,95.83
1356,B,120,114,95.0
1356,C,120,104,86.67
1356,D,120,71,59.17
1356,E,120,96,80.0
1356,F,120,116,96.67
1356,G,120,111,92.5
1357,A,120,116,96.67
1357,B,120,114,95.0
1357,C,120,100,83.33
1357,D,120,87,72.5
1357,E,120,96,80.0
1357,F,120,113,94.17
1357,G,120,115,95.83
1358,A,120,115,95.83
1358,B,120,110,91.67
1358,C,120,102,85.0
1358,D,120,80,66.67
1358,E,120,99,82.5
1358,F,120,110,91.67
1358,G,120,115,95.83
1359,A,120,114,95.0
1359,B,120,108,90.0
1359,C,120,101,84.17
1359,D,120,82,68.33
1359,E,120,104,86.67
1359,F,120,110,91.67
1359,G,120,112,93.33
1360,A,120,114,95.0
1360,B,120,112,93.33
1360,C,120,106,88.33
1360,D,120,82,68.33
1360,E,120,95,79.17
1360,F,120,115,95.83
1360,G,120,113,94.17
1361,A,120,110,91.67
1361,B,120,115,95.83
1361,C,120,105,87.5
1361,D,120,67,55.83
1361,E,120,101,84.17
1361,F,120,114,95.0
1361,G,120,114,95.0
1362,A,120,114,95.0
1362,B,120,106,88.33
1362,C,120,101,84.17
1362,D,120,73,60.83
1362,E,120,97,80.83
1362,F,120,116,96.67
1362,G,120,112,93.33
1363,A,120,112,93.33
1363,B,120,108,90.0
1363,C,120,102,85.0
1363,D,120,83,69.17
1363,E,120,97,80.83
1363,F,120,114,95.0
1363,G,120,115,95.83
1364,A,120,115,95.83
1364,B,120,115,95.83
1364,C,120,106,88.33
1364,D,120,75,62.5
1364,E,120,95,79.17
1364,F,120,116,96.67
1364,G,120,112,93.33
1365,A,120,114,95.0
1365,B,120,112,93.33
1365,C,120,104,86.67
1365,D,120,81,67.5
1365,E,120,93,77.5
1365,F,120,114,95.0
1365,G,120,114,95.0
1366,A,120,113,94.17
1366,B,120,115,95.83
1366,C,120,103,85.83
1366,D,120,79,65.83
1366,E,120,89,74.17
1366,F,120,115,95.83
1366,G,120,114,95.0
1367,A,120,115,95.83
1367,B,120,113,94.17
1367,C,120,98,81.67
1367,D,120,78,65.0
1367,E,120,104,86.67
1367,F,120,112,93.33
1367,G,120,112,93.33
1368,A,120,118,98.33
1368,B,120,111,92.5
1368,C,120,103,85.83
1368,D,120,94,78.33
1368,E,120,97,80.83
1368,F,120,111,92.5
1368,G,120,113,94.17
1369,A,120,113,94.17
1369,B,120,108,90.0
1369,C,120,96,80.0
1369,D,120,86,71.67
1369,E,120,105,87.5
1369,F,120,111,92.5
1369,G,120,113,94.17
1370,A,120,112,93.33
1370,B,120,114,95.0
1370,C,120,103,85.83
1370,D,120,70,58.33
1370,E,120,94,78.33
1370,F,120,117,97.5
1370,G,120,111,92.5
1371,A,120,113,94.17
1371,B,120,112,93.33
1371,C,120,95,79.17
1371,D,120,74,61.67
1371,E,120,95,79.17
1371,F,120,111,92.5
1371,G,120,113,94.17
1372,A,120,111,92.5
1372,B,120,109,90.83
1372,C,120,107,89.17
1372,D,120,79,65.83
1372,E,120,98,81.67
1372,F,120,113,94.17
1372,G,120,112,93.33
1373,A,120,111,92.5
1373,B,120,115,95.83
1373,C,120,104,86.67
1373,D,120,80,66.67
1373,E,120,98,81.67
1373,F,120,116,96.67
1373,G,120,112,93.33
1374,A,120,112,93.33
1374,B,120,113,94.17
1374,C,120,106,88.33
1374,D,120,79,65.83
1374,E,120,92,76.67
1374,F,120,115,95.83
1374,G,120,106,88.33
1375,A,120,114,95.0
1375,B,120,113,94.17
1375,C,120,104,86.67
1375,D,120,78,65.0
1375,E,120,94,78.33
1375,F,120,113,94.17
1375,G,120,108,90.0
1376,A,120,112,93.33
1376,B,120,110,91.67
1376,C,120,100,83.33
1376,D,120,72,60.0
1376,E,120,104,86.67
1376,F,120,110,91.67
1376,G,120,111,92.5
1377,A,120,112,93.33
1377,B,120,112,93.33
1377,C,120,101,84.17
1377,D,120,81,67.5
1377,E,120,96,80.0
1377,F,120,113,94.17
1377,G,120,111,92.5
1378,A,120,110,91.67
1378,B,120,109,90.83
1378,C,120,106,88.33
1378,D,120,74,61.67
1378,E,120,95,79.17
1378,F,120,118,98.33
1378,G,120,107,89.17
1379,A,120,116,96.67
1379,B,120,114,95.0
1379,C,120,99,82.5
1379,D,120,83,69.17
1379,E,120,91,75.83
1379,F,120,115,95.83
1379,G,120,114,95.0
1380,A,120,114,95.0
1380,B,120,112,93.33
1380,C,120,101,84.17
1380,D,120,82,68.33
1380,E,120,101,84.17
1380,F,120,116,96.67
1380,G,120,112,93.33
1381,A,120,116,96.67
1381,B,120,111,92.5
1381,C,120,105,87.5
1381,D,120,77,64.17
1381,E,120,88,73.33
1381,F,120,111,92.5
1381,G,120,114,95.0
1382,A,120,112,93.33
1382,B,120,113,94.17
1382,C,120,105,87.5
1382,D,120,79,65.83
1382,E,120,102,85.0
1382,F,120,115,95.83
1382,G,120,112,93.33
1383,A,120,115,95.83
1383,B,120,108,90.0
1383,C,120,105,87.5
1383,D,120,78,65.0
1383,E,120,92,76.67
1383,F,120,115,95.83
1383,G,120,113,94.17
1384,A,120,116,96.67
1384,B,120,115,95.83
1384,C,120,100,83.33
1384,D,120,74,61.67
1384,E,120,97,80.83
1384,F,120,112,93.33
1384,G,120,112,93.33
1385,A,120,112,93.33
1385,B,120,113,94.17
1385,C,120,100,83.33
1385,D,120,79,65.83
1385,E,120,96,80.0
1385,F,120,115,95.83
1385,G,120,112,93.33
1386,A,120,116,96.67
1386,B,120,113,94.17
1386,C,120,101,84.17
1386,D,120,85,70.83
1386,E,120,103,85.83
1386,F,120,114,95.0
1386,G,120,116,96.67
1387,A,120,115,95.83
1387,B,120,112,93.33
1387,C,120,107,89.17
1387,D,120,72,60.0
1387,E,120,98,81.67
1387,F,120,108,90.0
1387,G,120,110,91.67
1388,A,120,116,96.67
1388,B,120,109,90.83
1388,C,120,103,85.83
1388,D,120,79,65.83
1388,E,120,102,85.0
1388,F,120,118,98.33
1388,G,120,112,93.33
1389,A,120,112,93.33
1389,B,120,112,93.33
1389,C,120,104,86.67
1389,D,120,77,64.17
1389,E,120,95,79.17
1389,F,120,112,93.33
1389,G,120,111,92.5
1390,A,120,115,95.83
1390,B,120,108,90.0
1390,C,120,102,85.0
1390,D,120,82,68.33
1390,E,120,101,84.17
1390,F,120,116,96.67
1390,G,120,108,90.0
1391,A,120,117,97.5
1391,B,120,108,90.0
1391,C,120,103,85.83
1391,D,120,84,70.0
1391,E,120,98,81.67
1391,F,120,117,97.5
1391,G,120,112,93.33
1392,A,120,116,96.67
1392,B,120,113,94.17
1392,C,120,105,87.5
1392,D,120,75,62.5
1392,E,120,89,74.17
1392,F,120,113,94.17
1392,G,120,111,92.5
1393,A,120,116,96.67
1393,B,120,113,94.17
1393,C,120,98,81.67
1393,D,120,75,62.5
1393,E,120,99,82.5
1393,F,120,117,97.5
1393,G,120,113,94.17
1394,A,120,116,96.67
1394,B,120,107,89.17
1394,C,120,98,81.67
1394,D,120,70,58.33
1394,E,120,91,75.83
1394,F,120,115,95.83
1394,G,120,116,96.67
1395,A,120,110,91.67
1395,B,120,110,91.67
1395,C,120,107,89.17
1395,D,120,73,60.83
1395,E,120,96,80.0
1395,F,120,114,95.0
1395,G,120,114,95.0
1396,A,120,116,96.67
1396,B,120,113,94.17
1396,C,120,107,89.17
1396,D,120,81,67.5
1396,E,120,104,86.67
1396,F,120,114,95.0
1396,G,120,115,95.83
1397,A,120,112,93.33
1397,B,120,114,95.0
1397,C,120,102,85.0
1397,D,120,77,64.17
1397,E,120,95,79.17
1397,F,120,112,93.33
1397,G,120,115,95.83
1398,A,120,114,95.0
1398,B,120,116,96.67
1398,C,120,108,90.0
1398,D,120,75,62.5
1398,E,120,91,75.83
1398,F,120,116,96.67
1398,G,120,106,88.33
1399,A,120,116,96.67
1399,B,120,114,95.0
1399,C,120,106,88.33
1399,D,120,74,61.67
1399,E,120,94,78.33
1399,F,120,114,95.0
1399,G,120,113,94.17
1400,A,120,115,95.83
1400,B,120,110,91.67
1400,C,120,103,85.83
1400,D,120,79,65.83
1400,E,120,89,74.17
1400,F,120,112,93.33
1400,G,120,109,90.83
1401,A,120,110,91.67
1401,B,120,105,87.5
1401,C,120,107,89.17
1401,D,120,86,71.67
1401,E,120,91,75.83
1401,F,120,112,93.33
1401,G,120,111,92.5
1402,A,120,112,93.33
1402,B,120,110,91.67
1402,C,120,96,80.0
1402,D,120,79,65.83
1402,E,120,97,80.83
1402,F,120,114,95.0
1402,G,120,109,90.83
1403,A,120,111,92.5
1403,B,120,113,94.17
1403,C,120,110,91.67
1403,D,120,81,67.5
1403,E,120,98,81.67
1403,F,120,112,93.33
1403,G,120,112,93.33
1404,A,120,115,95.83
1404,B,120,111,92.5
1404,C,120,99,82.5
1404,D,120,71,59.17
1404,E,120,97,80.83
1404,F,120,119,99.17
1404,G,120,111,92.5
1405,A,120,116,96.67
1405,B,120,107,89.17
1405,C,120,101,84.17
1405,D,120,90,75.0
1405,E,120,93,77.5
1405,F,120,115,95.83
1405,G,120,108,90.0
1406,A,120,113,94.17
1406,B,120,110,91.67
1406,C,120,104,86.67
1406,D,120,82,68.33
1406,E,120,97,80.83
1406,F,120,114,95.0
1406,G,120,112,93.33
1407,A,120,115,95.83
1407,B,120,109,90.83
1407,C,120,108,90.0
1407,D,120,67,55.83
1407,E,120,92,76.67
1407,F,120,116,96.67
1407,G,120,114,95.0
1408,A,120,113,94.17
1408,B,120,111,92.5
1408,C,120,102,85.0
1408,D,120,80,66.67
1408,E,120,91,75.83
1408,F,120,110,91.67
1408,G,120,107,89.17
1409,A,120,116,96.67
1409,B,120,113,94.17
1409,C,120,105,87.5
1409,D,120,77,64.17
1409,E,120,96,80.0
1409,F,120,113,94.17
1409,G,120,107,89.17
1410,A,120,113,94.17
1410,B,120,116,96.67
1410,C,120,109,90.83
1410,D,120,74,61.67
1410,E,120,95,79.17
1410,F,120,112,93.33
1410,G,120,113,94.17
1411,A,120,112,93.33
1411,B,120,109,90.83
1411,C,120,101,84.17
1411,D,120,80,66.67
1411,E,120,96,80.0
1411,F,120,113,94.17
1411,G,120,109,90.83
1412,A,120,117,97.5
1412,B,120,109,90.83
1412,C,120,106,88.33
1412,D,120,78,65.0
1412,E,120,89,74.17
1412,F,120,114,95.0
1412,G,120,108,90.0
1413,A,120,116,96.67
1413,B,120,112,93.33
1413,C,120,101,84.17
1413,D,120,76,63.33
1413,E,120,100,83.33
1413,F,120,118,98.33
1413,G,120,110,91.67
1414,A,120,115,95.83
1414,B,120,113,94.17
1414,C,120,101,84.17
1414,D,120,71,59.17
1414,E,120,102,85.0
1414,F,120,115,95.83
1414,G,120,111,92.5
1415,A,120,116,96.67
1415,B,120,106,88.33
1415,C,120,107,89.17
1415,D,120,79,65.83
1415,E,120,100,83.33
1415,F,120,116,96.67
1415,G,120,111,92.5
1416,A,120,116,96.67
1416,B,120,112,93.33
1416,C,120,106,88.33
1416,D,120,80,66.67
1416,E,120,94,78.33
1416,F,120,111,92.5
1416,G,120,113,94.17
1417,A,120,116,96.67
1417,B,120,111,92.5
1417,C,120,99,82.5
1417,D,120,72,60.0
1417,E,120,102,85.0
1417,F,120,114,95.0
1417,G,120,115,95.83
1418,A,120,116,96.67
1418,B,120,115,95.83
1418,C,120,106,88.33
1418,D,120,75,62.5
1418,E,120,100,83.33
1418,F,120,107,89.17
1418,G,120,116,96.67
1419,A,120,117,97.5
1419,B,120,106,88.33
1419,C,120,93,77.5
1419,D,120,75,62.5
1419,E,120,105,87.5
1419,F,120,116,96.67
1419,G,120,109,90.83
1420,A,120,114,95.0
1420,B,120,111,92.5
1420,C,120,95,79.17
1420,D,120,72,60.0
1420,E,120,90,75.0
1420,F,120,112,93.33
1420,G,120,112,93.33
1421,A,120,113,94.17
1421,B,120,114,95.0
1421,C,120,101,84.17
1421,D,120,88,73.33
1421,E,120,92,76.67
1421,F,120,115,95.83
1421,G,120,115,95.83
1422,A,120,114,95.0
1422,B,120,108,90.0
1422,C,120,106,88.33
1422,D,120,62,51.67
1422,E,120,104,86.67
1422,F,120,114,95.0
1422,G,120,111,92.5
1423,A,120,111,92.5
1423,B,120,108,90.0
1423,C,120,106,88.33
1423,D,120,78,65.0
1423,E,120,96,80.0
1423,F,120,114,95.0
1423,G,120,113,94.17
1424,A,120,116,96.67
1424,B,120,114,95.0
1424,C,120,103,85.83
1424,D,120,81,67.5
1424,E,120,101,84.17
1424,F,120,116,96.67
1424,G,120,114,95.0
1425,A,120,114,95.0
1425,B,120,113,94.17
1425,C,120,97,80.83
1425,D,120,84,70.0
1425,E,120,100,83.33
1425,F,120,116,96.67
1425,G,120,109,90.83
1426,A,120,113,94.17
1426,B,120,112,93.33
1426,C,120,105,87.5
1426,D,120,74,61.67
1426,E,120,98,81.67
1426,F,120,116,96.67
1426,G,120,114,95.0
1427,A,120,115,95.83
1427,B,120,115,95.83
1427,C,120,100,83.33
1427,D,120,74,61.67
1427,E,120,92,76.67
1427,F,120,114,95.0
1427,G,120,112,93.33
1428,A,120,114,95.0
1428,B,120,113,94.17
1428,C,120,107,89.17
1428,D,120,86,71.67
1428,E,120,99,82.5
1428,F,120,116,96.67
1428,G,120,106,88.33
1429,A,120,119,99.17
1429,B,120,111,92.5
1429,C,120,105,87.5
1429,D,120,78,65.0
1429,E,120,100,83.33
1429,F,120,113,94.17
1429,G,120,110,91.67
1430,A,120,116,96.67
1430,B,120,111,92.5
1430,C,120,100,83.33
1430,D,120,81,67.5
1430,E,120,96,80.0
1430,F,120,114,95.0
1430,G,120,110,91.67
1431,A,120,113,94.17
1431,B,120,111,92.5
1431,C,120,100,83.33
1431,D,120,77,64.17
1431,E,120,101,84.17
1431,F,120,115,95.83
1431,G,120,112,93.33
1432,A,120,112,93.33
1432,B,120,108,90.0
1432,C,120,106,88.33
1432,D,120,73,60.83
1432,E,120,92,76.67
1432,F,120,115,95.83
1432,G,120,108,90.0
1433,A,120,117,97.5
1433,B,120,108,90.0
1433,C,120,104,86.67
1433,D,120,76,63.33
1433,E,120,95,79.17
1433,F,120,116,96.67
1433,G,120,108,90.0
1434,A,120,113,94.17
1434,B,120,106,88.33
1434,C,120,104,86.67
1434,D,120,88,73.33
1434,E,120,98,81.67
1434,F,120,119,99.17
1434,G,120,115,95.83
1435,A,120,118,98.33
1435,B,120,115,95.83
1435,C,120,102,85.0
1435,D,120,75,62.5
1435,E,120,94,78.33
1435,F,120,113,94.17
1435,G,120,111,92.5
1436,A,120,115,95.83
1436,B,120,111,92.5
1436,C,120,100,83.33
1436,D,120,78,65.0
1436,E,120,97,80.83
1436,F,120,113,94.17
1436,G,120,110,91.67
1437,A,120,113,94.17
1437,B,120,109,90.83
1437,C,120,100,83.33
1437,D,120,76,63.33
1437,E,120,93,77.5
1437,F,120,115,95.83
1437,G,120,113,94.17
1438,A,120,118,98.33
1438,B,120,113,94.17
1438,C,120,106,88.33
1438,D,120,78,65.0
1438,E,120,93,77.5
1438,F,120,117,97.5
1438,G,120,110,91.67
1439,A,120,116,96.67
1439,B,120,109,90.83
1439,C,120,102,85.0
1439,D,120,73,60.83
1439,E,120,96,80.0
1439,F,120,115,95.83
1439,G,120,112,93.33
1440,A,120,112,93.33
1440,B,120,114,95.0
1440,C,120,105,87.5
1440,D,120,80,66.67
1440,E,120,101,84.17
1440,F,120,114,95.0
1440,G,120,107,89.17
1441,A,120,112,93.33
1441,B,120,114,95.0
1441,C,120,98,81.67
1441,D,120,80,66.67
1441,E,120,89,74.17
1441,F,120,116,96.67
1441,G,120,113,94.17
1442,A,120,115,95.83
1442,B,120,110,91.67
1442,C,120,109,90.83
1442,D,120,73,60.83
1442,E,120,90,75.0
1442,F,120,115,95.83
1442,G,120,112,93.33
1443,A,120,116,96.67
1443,B,120,111,92.5
1443,C,120,113,94.17
1443,D,120,75,62.5
1443,E,120,97,80.83
1443,F,120,111,92.5
1443,G,120,117,97.5
1444,A,120,112,93.33
1444,B,120,112,93.33
1444,C,120,97,80.83
1444,D,120,77,64.17
1444,E,120,95,79.17
1444,F,120,111,92.5
1444,G,120,113,94.17
1445,A,120,109,90.83
1445,B,120,111,92.5
1445,C,120,107,89.17
1445,D,120,83,69.17
1445,E,120,88,73.33
1445,F,120,111,92.5
1445,G,120,115,95.83
1446,A,120,112,93.33
1446,B,120,114,95.0
1446,C,120,102,85.0
1446,D,120,71,59.17
1446,E,120,92,76.67
1446,F,120,117,97.5
1446,G,120,112,93.33
1447,A,120,112,93.33
1447,B,120,108,90.0
1447,C,120,102,85.0
1447,D,120,74,61.67
1447,E,120,92,76.67
1447,F,120,116,96.67
1447,G,120,107,89.17
1448,A,120,113,94.17
1448,B,120,113,94.17
1448,C,120,98,81.67
1448,D,120,72,60.0
1448,E,120,102,85.0
1448,F,120,111,92.5
1448,G,120,110,91.67
1449,A,120,114,95.0
1449,B,120,113,94.17
1449,C,120,106,88.33
1449,D,120,75,62.5
1449,E,120,95,79.17
1449,F,120,112,93.33
1449,G,120,109,90.83
1450,A,120,110,91.67
1450,B,120,109,90.83
1450,C,120,105,87.5
1450,D,120,72,60.0
1450,E,120,99,82.5
1450,F,120,116,96.67
1450,G,120,111,92.5
1451,A,120,116,96.67
1451,B,120,112,93.33
1451,C,120,110,91.67
1451,D,120,74,61.67
1451,E,120,102,85.0
1451,F,120,112,93.33
1451,G,120,112,93.33
1452,A,120,117,97.5
1452,B,120,110,91.67
1452,C,120,99,82.5
1452,D,120,73,60.83
1452,E,120,105,87.5
1452,F,120,114,95.0
1452,G,120,110,91.67
1453,A,120,113,94.17
1453,B,120,111,92.5
1453,C,120,102,85.0
1453,D,120,72,60.0
1453,E,120,100,83.33
1453,F,120,112,93.33
1453,G,120,114,95.0
1454,A,120,113,94.17
1454,B,120,111,92.5
1454,C,120,99,82.5
1454,D,120,83,69.17
1454,E,120,97,80.83
1454,F,120,117,97.5
1454,G,120,113,94.17
1455,A,120,111,92.5
1455,B,120,106,88.33
1455,C,120,109,90.83
1455,D,120,77,64.17
1455,E,120,90,75.0
1455,F,120,115,95.83
1455,G,120,112,93.33
1456,A,120,114,95.0
1456,B,120,111,92.5
1456,C,120,100,83.33
1456,D,120,79,65.83
1456,E,120,94,78.33
1456,F,120,116,96.67
1456,G,120,110,91.67
1457,A,120,115,95.83
1457,B,120,112,93.33
1457,C,120,104,86.67
1457,D,120,88,73.33
1457,E,120,97,80.83
1457,F,120,114,95.0
1457,G,120,111,92.5
1458,A,120,114,95.0
1458,B,120,115,95.83
1458,C,120,101,84.17
1458,D,120,74,61.67
1458,E,120,92,76.67
1458,F,120,114,95.0
1458,G,120,106,88.33
1459,A,120,115,95.83
1459,B,120,108,90.0
1459,C,120,105,87.5
1459,D,120,81,67.5
1459,E,120,99,82.5
1459,F,120,112,93.33
1459,G,120,113,94.17
1460,A,120,114,95.0
1460,B,120,114,95.0
1460,C,120,107,89.17
1460,D,120,81,67.5
1460,E,120,103,85.83
1460,F,120,115,95.83
1460,G,120,109,90.83
1461,A,120,119,99.17
1461,B,120,115,95.83
1461,C,120,105,87.5
1461,D,120,72,60.0
1461,E,120,97,80.83
1461,F,120,111,92.5
1461,G,120,113,94.17
1462,A,120,113,94.17
1462,B,120,108,90.0
1462,C,120,105,87.5
1462,D,120,75,62.5
1462,E,120,101,84.17
1462,F,120,112,93.33
1462,G,120,108,90.0
